,loss,acc,val_loss,val_acc
251,0.2000 ,0.9176 ,0.1640 ,0.9288
252,0.2168 ,0.9075 ,0.1209 ,0.9517
253,0.1790 ,0.9259 ,0.2090 ,0.8980
254,0.1940 ,0.9197 ,0.1398 ,0.9432
255,0.1960 ,0.9183 ,0.2620 ,0.8870
256,0.1829 ,0.9239 ,0.1123 ,0.9552
257,0.1956 ,0.9184 ,0.1834 ,0.9182
258,0.2179 ,0.9064 ,0.1990 ,0.9148
259,0.2353 ,0.8995 ,0.2645 ,0.8822
260,0.2149 ,0.9057 ,0.1959 ,0.9065
261,0.2163 ,0.9091 ,0.1943 ,0.9168
262,0.2267 ,0.9041 ,0.1872 ,0.9117
263,0.2215 ,0.9064 ,0.1763 ,0.9288
264,0.2220 ,0.9047 ,0.1849 ,0.9192
265,0.2278 ,0.9054 ,0.1980 ,0.9332
266,0.2315 ,0.9019 ,0.1809 ,0.9264
267,0.2294 ,0.9021 ,0.1943 ,0.9089
268,0.2389 ,0.8967 ,0.1658 ,0.9247
269,0.2552 ,0.8903 ,0.2466 ,0.8867
270,0.2504 ,0.8924 ,0.1598 ,0.9329
271,0.2462 ,0.8952 ,0.3194 ,0.8449
272,0.2617 ,0.8858 ,0.2309 ,0.9130
273,0.2417 ,0.8930 ,0.2493 ,0.9144
274,0.2368 ,0.9016 ,0.2250 ,0.8737
275,0.2439 ,0.8933 ,0.2130 ,0.9065
276,0.2332 ,0.9001 ,0.1802 ,0.9312
277,0.2206 ,0.9067 ,0.3846 ,0.8685
278,0.2165 ,0.9076 ,0.2282 ,0.9083
279,0.2323 ,0.8972 ,0.1254 ,0.9486
280,0.2050 ,0.9109 ,0.1737 ,0.9278
281,0.2294 ,0.9017 ,0.1721 ,0.9278
282,0.2051 ,0.9099 ,0.1973 ,0.9096
283,0.2211 ,0.9058 ,0.1330 ,0.9432
284,0.2051 ,0.9125 ,0.1355 ,0.9452
285,0.2118 ,0.9119 ,0.1914 ,0.9240
286,0.2159 ,0.9071 ,0.2333 ,0.9103
287,0.2284 ,0.9010 ,0.1638 ,0.9295
288,0.2119 ,0.9123 ,0.1526 ,0.9473
289,0.2043 ,0.9135 ,0.1415 ,0.9504
290,0.2129 ,0.9115 ,0.1587 ,0.9209
291,0.1990 ,0.9143 ,0.1734 ,0.9240
292,0.2197 ,0.9044 ,0.2722 ,0.8576
293,0.2268 ,0.9035 ,0.2234 ,0.9059
294,0.2256 ,0.9068 ,0.1888 ,0.9151
295,0.2050 ,0.9143 ,0.1173 ,0.9565
296,0.2404 ,0.9002 ,0.1609 ,0.9271
297,0.2667 ,0.8853 ,0.2422 ,0.8843
298,0.2272 ,0.9044 ,0.1005 ,0.9610
299,0.2411 ,0.8971 ,0.1929 ,0.9261
300,0.1977 ,0.9175 ,0.1627 ,0.9350
301,0.2190 ,0.9097 ,0.2617 ,0.8846
302,0.2252 ,0.9053 ,0.1618 ,0.9397
303,0.2464 ,0.8940 ,0.1298 ,0.9517
304,0.2021 ,0.9159 ,0.1479 ,0.9517
305,0.2154 ,0.9098 ,0.1891 ,0.9141
306,0.2207 ,0.9074 ,0.1276 ,0.9534
307,0.2101 ,0.9119 ,0.1815 ,0.9226
308,0.2067 ,0.9091 ,0.1707 ,0.9213
309,0.2131 ,0.9106 ,0.1781 ,0.9274
310,0.2255 ,0.9042 ,0.1463 ,0.9439
311,0.2250 ,0.9026 ,0.3233 ,0.8603
312,0.2137 ,0.9091 ,0.2070 ,0.9141
313,0.2116 ,0.9091 ,0.1931 ,0.9127
314,0.2100 ,0.9085 ,0.1666 ,0.9384
315,0.2141 ,0.9101 ,0.3185 ,0.8661
316,0.2016 ,0.9133 ,0.1967 ,0.9233
317,0.1965 ,0.9172 ,0.1552 ,0.9459
318,0.2255 ,0.9031 ,0.2139 ,0.9254
319,0.2322 ,0.9022 ,0.1473 ,0.9346
320,0.2055 ,0.9145 ,0.1408 ,0.9384
321,0.2067 ,0.9135 ,0.2048 ,0.9059
322,0.2021 ,0.9139 ,0.1804 ,0.9195
323,0.2085 ,0.9112 ,0.1405 ,0.9435
324,0.2091 ,0.9115 ,0.1528 ,0.9463
325,0.2119 ,0.9122 ,0.1938 ,0.9134
326,0.2166 ,0.9075 ,0.1741 ,0.9308
327,0.2111 ,0.9102 ,0.1714 ,0.9134
328,0.1840 ,0.9234 ,0.2980 ,0.8918
329,0.2032 ,0.9143 ,0.1392 ,0.9428
330,0.1983 ,0.9181 ,0.1265 ,0.9463
331,0.1921 ,0.9179 ,0.1816 ,0.9237
332,0.2040 ,0.9145 ,0.1559 ,0.9295
333,0.1826 ,0.9242 ,0.1431 ,0.9415
334,0.1872 ,0.9212 ,0.1034 ,0.9562
335,0.1701 ,0.9289 ,0.2021 ,0.8973
336,0.1935 ,0.9193 ,0.1221 ,0.9637
337,0.2057 ,0.9134 ,0.1613 ,0.9350
338,0.2168 ,0.9083 ,0.1870 ,0.9240
339,0.2204 ,0.9052 ,0.1692 ,0.9202
340,0.2135 ,0.9121 ,0.1684 ,0.9216
341,0.2112 ,0.9103 ,0.1084 ,0.9668
342,0.2066 ,0.9150 ,0.1366 ,0.9497
343,0.2030 ,0.9162 ,0.1361 ,0.9428
344,0.1884 ,0.9225 ,0.1893 ,0.9172
345,0.1970 ,0.9187 ,0.1654 ,0.9332
346,0.1895 ,0.9207 ,0.0971 ,0.9682
347,0.1722 ,0.9289 ,0.0945 ,0.9593
348,0.1905 ,0.9197 ,0.1162 ,0.9442
349,0.1856 ,0.9224 ,0.1384 ,0.9497
350,0.1840 ,0.9250 ,0.1444 ,0.9428
351,0.1966 ,0.9171 ,0.1388 ,0.9486
352,0.1875 ,0.9228 ,0.2284 ,0.9202
353,0.2050 ,0.9105 ,0.1446 ,0.9391
354,0.1976 ,0.9154 ,0.1772 ,0.9257
355,0.2029 ,0.9120 ,0.1066 ,0.9575
356,0.1975 ,0.9171 ,0.1070 ,0.9589
357,0.2159 ,0.9082 ,0.1637 ,0.9271
358,0.1937 ,0.9190 ,0.1249 ,0.9469
359,0.1844 ,0.9239 ,0.1635 ,0.9250
360,0.1916 ,0.9180 ,0.1285 ,0.9435
361,0.2098 ,0.9099 ,0.1504 ,0.9284
362,0.1791 ,0.9246 ,0.1116 ,0.9582
363,0.1933 ,0.9173 ,0.1078 ,0.9565
364,0.1746 ,0.9249 ,0.1416 ,0.9284
365,0.1990 ,0.9156 ,0.2136 ,0.9165
366,0.2168 ,0.9062 ,0.1397 ,0.9391
367,0.1910 ,0.9197 ,0.1743 ,0.9274
368,0.2103 ,0.9107 ,0.1246 ,0.9493
369,0.2400 ,0.8960 ,0.1634 ,0.9302
370,0.2105 ,0.9096 ,0.1441 ,0.9367
371,0.1954 ,0.9175 ,0.1944 ,0.9137
372,0.1982 ,0.9161 ,0.1860 ,0.9302
373,0.1961 ,0.9189 ,0.1185 ,0.9524
374,0.1862 ,0.9203 ,0.2018 ,0.9226
375,0.1860 ,0.9210 ,0.1970 ,0.9141
376,0.2022 ,0.9111 ,0.1613 ,0.9247
377,0.1911 ,0.9186 ,0.2293 ,0.9004
378,0.2025 ,0.9158 ,0.1241 ,0.9445
379,0.1894 ,0.9205 ,0.1022 ,0.9541
380,0.1848 ,0.9204 ,0.1471 ,0.9394
381,0.1962 ,0.9159 ,0.1421 ,0.9456
382,0.1768 ,0.9248 ,0.2494 ,0.9113
383,0.1908 ,0.9204 ,0.1453 ,0.9408
384,0.1752 ,0.9268 ,0.1416 ,0.9531
385,0.2119 ,0.9124 ,0.1750 ,0.9243
386,0.1936 ,0.9194 ,0.1658 ,0.9154
387,0.1835 ,0.9237 ,0.0916 ,0.9668
388,0.1821 ,0.9218 ,0.1775 ,0.9209
389,0.2232 ,0.9053 ,0.1864 ,0.9274
390,0.2174 ,0.9067 ,0.1951 ,0.9011
391,0.1707 ,0.9278 ,0.2747 ,0.8922
392,0.1835 ,0.9239 ,0.2995 ,0.8771
393,0.1967 ,0.9158 ,0.1505 ,0.9353
394,0.2030 ,0.9145 ,0.1315 ,0.9558
395,0.1958 ,0.9171 ,0.1655 ,0.9254
396,0.2003 ,0.9164 ,0.1377 ,0.9415
397,0.2057 ,0.9126 ,0.1817 ,0.9356
398,0.2257 ,0.9043 ,0.1787 ,0.9182
399,0.2023 ,0.9158 ,0.1893 ,0.9243
400,0.2057 ,0.9158 ,0.1702 ,0.9254
401,0.2029 ,0.9139 ,0.1849 ,0.9168
402,0.2099 ,0.9149 ,0.2289 ,0.9130
403,0.2318 ,0.9021 ,0.2177 ,0.9035
404,0.2314 ,0.9032 ,0.2014 ,0.9144
405,0.2179 ,0.9080 ,0.1486 ,0.9346
406,0.2296 ,0.9019 ,0.1630 ,0.9243
407,0.2362 ,0.8976 ,0.2623 ,0.9065
408,0.2580 ,0.8870 ,0.2353 ,0.9007
409,0.2322 ,0.8987 ,0.1525 ,0.9356
410,0.2302 ,0.9004 ,0.2020 ,0.9124
411,0.2428 ,0.8951 ,0.2379 ,0.8853
412,0.2449 ,0.8946 ,0.2538 ,0.9124
413,0.2417 ,0.8948 ,0.2261 ,0.8997
414,0.2382 ,0.8986 ,0.1691 ,0.9322
415,0.2320 ,0.8996 ,0.1658 ,0.9271
416,0.2514 ,0.8907 ,0.1622 ,0.9360
417,0.2282 ,0.9004 ,0.1209 ,0.9439
418,0.2110 ,0.9056 ,0.2036 ,0.9168
419,0.2280 ,0.9028 ,0.1487 ,0.9490
420,0.2154 ,0.9094 ,0.2351 ,0.9062
421,0.2222 ,0.9042 ,0.1948 ,0.9035
422,0.1912 ,0.9179 ,0.1172 ,0.9517
423,0.1938 ,0.9184 ,0.1690 ,0.9350
424,0.1982 ,0.9177 ,0.1382 ,0.9449
425,0.2149 ,0.9102 ,0.1690 ,0.9254
426,0.2127 ,0.9099 ,0.1797 ,0.9254
427,0.2022 ,0.9145 ,0.2311 ,0.8980
428,0.2067 ,0.9110 ,0.1790 ,0.9271
429,0.2104 ,0.9114 ,0.1285 ,0.9473
430,0.1992 ,0.9159 ,0.1471 ,0.9346
431,0.2157 ,0.9065 ,0.1566 ,0.9271
432,0.2194 ,0.9080 ,0.1668 ,0.9284
433,0.1831 ,0.9195 ,0.1003 ,0.9627
434,0.1962 ,0.9162 ,0.1643 ,0.9267
435,0.1997 ,0.9149 ,0.1870 ,0.9264
436,0.2041 ,0.9139 ,0.1391 ,0.9463
437,0.1992 ,0.9150 ,0.1148 ,0.9449
438,0.1936 ,0.9178 ,0.1217 ,0.9528
439,0.1890 ,0.9191 ,0.1320 ,0.9466
440,0.1655 ,0.9277 ,0.1221 ,0.9483
441,0.1546 ,0.9345 ,0.0793 ,0.9712
442,0.1475 ,0.9371 ,0.1074 ,0.9558
443,0.1647 ,0.9291 ,0.0934 ,0.9671
444,0.1887 ,0.9196 ,0.1699 ,0.9367
445,0.1770 ,0.9256 ,0.1120 ,0.9613
446,0.1516 ,0.9346 ,0.2511 ,0.8925
447,0.1872 ,0.9173 ,0.1604 ,0.9202
448,0.1947 ,0.9156 ,0.1488 ,0.9319
449,0.1863 ,0.9221 ,0.1628 ,0.9302
450,0.2042 ,0.9143 ,0.1655 ,0.9404
451,0.2112 ,0.9111 ,0.1850 ,0.9182
452,0.1949 ,0.9180 ,0.1459 ,0.9514
453,0.1914 ,0.9191 ,0.2327 ,0.9052
454,0.1958 ,0.9172 ,0.1726 ,0.9312
455,0.2081 ,0.9101 ,0.1811 ,0.9367
456,0.1952 ,0.9160 ,0.1341 ,0.9404
457,0.1934 ,0.9197 ,0.1675 ,0.9343
458,0.1992 ,0.9164 ,0.1451 ,0.9360
459,0.2000 ,0.9148 ,0.1869 ,0.9161
460,0.2144 ,0.9064 ,0.1907 ,0.9182
461,0.1911 ,0.9178 ,0.1279 ,0.9418
462,0.1866 ,0.9223 ,0.1440 ,0.9356
463,0.1895 ,0.9208 ,0.1592 ,0.9288
464,0.2143 ,0.9104 ,0.1931 ,0.9209
465,0.2085 ,0.9122 ,0.1876 ,0.9288
466,0.2118 ,0.9118 ,0.1579 ,0.9319
467,0.2102 ,0.9120 ,0.1698 ,0.9199
468,0.1883 ,0.9207 ,0.1761 ,0.9298
469,0.1931 ,0.9175 ,0.1327 ,0.9473
470,0.2057 ,0.9138 ,0.1303 ,0.9490
471,0.1990 ,0.9171 ,0.1193 ,0.9552
472,0.1965 ,0.9193 ,0.1490 ,0.9411
473,0.2429 ,0.8944 ,0.2014 ,0.9178
474,0.2433 ,0.8949 ,0.2259 ,0.8973
475,0.2247 ,0.9052 ,0.1400 ,0.9459
476,0.2292 ,0.9027 ,0.2009 ,0.9076
477,0.1863 ,0.9190 ,0.1706 ,0.9240
478,0.1820 ,0.9240 ,0.1249 ,0.9480
479,0.2250 ,0.8995 ,0.2955 ,0.8470
480,0.2019 ,0.9143 ,0.1639 ,0.9326
481,0.2167 ,0.9057 ,0.1754 ,0.9302
482,0.1928 ,0.9146 ,0.1272 ,0.9562
483,0.1727 ,0.9263 ,0.0823 ,0.9723
484,0.1850 ,0.9198 ,0.1341 ,0.9524
485,0.1826 ,0.9220 ,0.1047 ,0.9620
486,0.1788 ,0.9236 ,0.1103 ,0.9558
487,0.2009 ,0.9180 ,0.1853 ,0.9271
488,0.2139 ,0.9083 ,0.1155 ,0.9514
489,0.1872 ,0.9208 ,0.1622 ,0.9343
490,0.1728 ,0.9277 ,0.1417 ,0.9449
491,0.1770 ,0.9245 ,0.1264 ,0.9411
492,0.2110 ,0.9098 ,0.1879 ,0.9192
493,0.2143 ,0.9071 ,0.1455 ,0.9356
494,0.1920 ,0.9192 ,0.1306 ,0.9421
495,0.1818 ,0.9242 ,0.0875 ,0.9623
496,0.1995 ,0.9163 ,0.1768 ,0.9284
497,0.1524 ,0.9387 ,0.1104 ,0.9606
498,0.1681 ,0.9302 ,0.1284 ,0.9534
499,0.1770 ,0.9264 ,0.1334 ,0.934
